34025	 dwtaš 	aw	三人称単数人称代名詞（彼、彼女）	ta	・・・個pos_num:sp_	dw	2
33007	 az 	az	（場所）・・・から				
33007	 az 	az	（場所）・・・から				
33007	 az 	az	（場所）・・・から				
33022	 az 	az	（場所）・・・から				
67019	 lŕme 	lŕme	（食物の）ひと口				
67028	 lŕme 	lŕme	（食物の）ひと口				
37050	 āsmar 	āsmar	（人名）アースマール				
37050	 āswmar 	āsmar	（人名）アースマール				
34001	 aşly 	aşly	（人名）アスリー				
34007	 aşly 	aşly	（人名）アスリー				
34008	 aşly 	aşly	（人名）アスリー				
34009	 aşly 	aşly	（人名）アスリー				
34010	 aşly 	aşly	（人名）アスリー				
34010	 aşl=y 	aşly	（人名）アスリー				
34010	 aşly 	aşly	（人名）アスリー				
34012	 aşly 	aşly	（人名）アスリー				
34014	 aşly 	aşly	（人名）アスリー				
34015	 aşly 	aşly	（人名）アスリー				
34019	 aşly 	aşly	（人名）アスリー				
34020	 aşly 	aşly	（人名）アスリー				
34026	 aşly 	aşly	（人名）アスリー				
34029	 aşly 	aşly	（人名）アスリー				
34030	 aşly 	aşly	（人名）アスリー				
34035	 aşly 	aşly	（人名）アスリー				
34036	 aşly 	aşly	（人名）アスリー				
34041	 aşly 	aşly	（人名）アスリー				
34043	 aş===ly 	aşly	（人名）アスリー				
34050	 aşly 	aşly	（人名）アスリー				
34057	 aşly 	aşly	（人名）アスリー				
34058	 aşly 	aşly	（人名）アスリー				
34059	 aşly 	aşly	（人名）アスリー				
34060	 aşly 	aşly	（人名）アスリー				
34062	 aşly 	aşly	（人名）アスリー				
34003	 aşlye 	aşly	（人名）アスリー				
34014	 aşlye 	aşly	（人名）アスリー				
34061	 aş=ly=e 	aşly	（人名）アスリー				
36001	 aħmd 	aħmd	（人名）アフマド				
36002	 aħmd 	aħmd	（人名）アフマド				
36016	 aħmd 	aħmd	（人名）アフマド				
36023	 aħmd 	aħmd	（人名）アフマド				
36025	 aħmd 	aħmd	（人名）アフマド				
36026	 aħmd 	aħmd	（人名）アフマド				
36037	 aħmd 	aħmd	（人名）アフマド				
36040	 aħmd 	aħmd	（人名）アフマド				
36043	 aħmd 	aħmd	（人名）アフマド				
36044	 aħmd 	aħmd	（人名）アフマド				
36048	 aħmd 	aħmd	（人名）アフマド				
47001	 aħmd 	aħmd	（人名）アフマド				
47017	 aħmd 	aħmd	（人名）アフマド				
47019	 aħmd 	aħmd	（人名）アフマド				
47023	 aħmd 	aħmd	（人名）アフマド				
47025	 aħmd 	aħmd	（人名）アフマド				
47029	 aħmd 	aħmd	（人名）アフマド				
47029	 aħmd 	aħmd	（人名）アフマド				
47045	 aħmd 	aħmd	（人名）アフマド				
47047	 aħmd 	aħmd	（人名）アフマド				
47048	 aħmd 	aħmd	（人名）アフマド				
34010	 krm 	krm	（人名）キャラム				
34010	 krm 	krm	（人名）キャラム				
34012	 krm 	krm	（人名）キャラム				
34014	 krm 	krm	（人名）キャラム				
34020	 krm 	krm	（人名）キャラム				
34022	 k=rm 	krm	（人名）キャラム				
34025	 krm 	krm	（人名）キャラム				
34030	 krm 	krm	（人名）キャラム				
34035	 krm 	krm	（人名）キャラム				
34039	 krm 	krm	（人名）キャラム				
34039	 krm 	krm	（人名）キャラム				
34042	 krm 	krm	（人名）キャラム				
34043	 k===rm 	krm	（人名）キャラム				
34050	 krm 	krm	（人名）キャラム				
34055	 krm 	krm	（人名）キャラム				
34056	 krm 	krm	（人名）キャラム				
34059	 krm 	krm	（人名）キャラム				
34060	 krm 	krm	（人名）キャラム				
34062	 krm 	krm	（人名）キャラム				
34040	 krme 	krm	（人名）キャラム				
34047	 krme 	krm	（人名）キャラム				
46002	 krym 	krym2	（人名）キャリーム				
46003	 krym 	krym2	（人名）キャリーム				
46004	 krym 	krym2	（人名）キャリーム				
46008	 krym 	krym2	（人名）キャリーム				
46022	 krym 	krym2	（人名）キャリーム				
46034	 krym 	krym2	（人名）キャリーム				
46039	 krym 	krym2	（人名）キャリーム				
46041	 krym 	krym2	（人名）キャリーム				
46042	 krym 	krym2	（人名）キャリーム				
46047	 krym 	krym2	（人名）キャリーム				
46048	 krym 	krym2	（人名）キャリーム				
46055	 krym 	krym2	（人名）キャリーム				
46058	 krym 	krym2	（人名）キャリーム				
46064	 krym 	krym2	（人名）キャリーム				
46072	 krym 	krym2	（人名）キャリーム				
46074	 krym 	krym2	（人名）キャリーム				
46074	 krym 	krym2	（人名）キャリーム				
52001	 jea 	jea	（人名）ジャハー				
52009	 jea 	jea	（人名）ジャハー				
40002	 šr 	šr	（人名）シャル				
40006	 šr 	šr	（人名）シャル				
40007	 šr 	šr	（人名）シャル				
40009	 šr 	šr	（人名）シャル				
40010	 šr 	šr	（人名）シャル				
40014	 šr 	šr	（人名）シャル				
40015	 šr 	šr	（人名）シャル				
40030	 šr 	šr	（人名）シャル				
40030	 šr 	šr	（人名）シャル				
40033	 šr 	šr	（人名）シャル				
40034	 šr 	šr	（人名）シャル				
40035	 šr 	šr	（人名）シャル				
40032	 šry 	šr	（人名）シャル				
57035	 čarŕ 	čarŕ	（人名）チャーロク				
57048	 čarŕ 	čarŕ	（人名）チャーロク				
57051	 čarŕ 	čarŕ	（人名）チャーロク				
40002	 xyr 	xyr3	（人名）ヘイル				
40005	 xyr 	xyr3	（人名）ヘイル				
40008	 xyr 	xyr3	（人名）ヘイル				
40012	 xyr 	xyr3	（人名）ヘイル				
40014	 xyr 	xyr3	（人名）ヘイル				
40017	 xyr 	xyr3	（人名）ヘイル				
40018	 xyr 	xyr3	（人名）ヘイル				
40019	 xyr 	xyr3	（人名）ヘイル				
40023	 xyr 	xyr3	（人名）ヘイル				
40023	 xyr 	xyr3	（人名）ヘイル				
40023	 xyr 	xyr3	（人名）ヘイル				
40028	 xyr 	xyr3	（人名）ヘイル				
40028	 xyr 	xyr3	（人名）ヘイル				
40029	 xyr 	xyr3	（人名）ヘイル				
40030	 xyr 	xyr3	（人名）ヘイル				
40032	 xyr 	xyr3	（人名）ヘイル				
40034	 xyr 	xyr3	（人名）ヘイル				
40031	 mbšr 	mbšr2	（人名）モバッシェル				
40032	 mbšr 	mbšr2	（人名）モバッシェル				
53070	 endwstan 	endwstan	（地名）インド				
53003	 drtwjanyan 	drtwjan	（地名）ダルトゥジャーン				
57035	 dyzyxwan	dyzyxwan	（地名）ディージーハーン				
57048	 dyzyxwan	dyzyxwan	（地名）ディージーハーン				
57051	 dyzyxwan	dyzyxwan	（地名）ディージーハーン				
44043	 kndnm 	kndn	（地面を）掘る				
36038	 knde 	kndn	（地面を）掘る				
36042	 knde 	kndn	（地面を）掘る				
41006	 plng 	plng	（動）ひょう				
31006	 ba 	ba	（同伴、同居など）…と（共に）				
31052	 ba 	ba	（同伴、同居など）…と（共に）				
32032	 ba 	ba	（同伴、同居など）…と（共に）				
32047	 ba 	ba	（同伴、同居など）…と（共に）				
32049	 ba 	ba	（同伴、同居など）…と（共に）				
32053	 ba 	ba	（同伴、同居など）…と（共に）				
34004	 ba 	ba	（同伴、同居など）…と（共に）				
34006	 ba 	ba	（同伴、同居など）…と（共に）				
34007	 ba 	ba	（同伴、同居など）…と（共に）				
34010	 ba 	ba	（同伴、同居など）…と（共に）				
34018	 ba 	ba	（同伴、同居など）…と（共に）				
34030	 ba 	ba	（同伴、同居など）…と（共に）				
34031	 ba 	ba	（同伴、同居など）…と（共に）				
34032	 ba 	ba	（同伴、同居など）…と（共に）				
34033	 ba 	ba	（同伴、同居など）…と（共に）				
34036	 ba 	ba	（同伴、同居など）…と（共に）				
34036	 ba 	ba	（同伴、同居など）…と（共に）				
34036	 ba 	ba	（同伴、同居など）…と（共に）				
34037	 ba 	ba	（同伴、同居など）…と（共に）				
36002	 ba 	ba	（同伴、同居など）…と（共に）				
36004	 ba 	ba	（同伴、同居など）…と（共に）				
36015	 ba 	ba	（同伴、同居など）…と（共に）				
37005	 ba 	ba	（同伴、同居など）…と（共に）				
37010	 ba 	ba	（同伴、同居など）…と（共に）				
37013	 ba 	ba	（同伴、同居など）…と（共に）				
37016	 ba 	ba	（同伴、同居など）…と（共に）				
37019	 ba 	ba	（同伴、同居など）…と（共に）				
37026	 ba 	ba	（同伴、同居など）…と（共に）				
37028	 ba 	ba	（同伴、同居など）…と（共に）				
37029	 ba 	ba	（同伴、同居など）…と（共に）				
37030	 ba 	ba	（同伴、同居など）…と（共に）				
37031	 ba 	ba	（同伴、同居など）…と（共に）				
37032	 ba 	ba	（同伴、同居など）…と（共に）				
37050	 ba 	ba	（同伴、同居など）…と（共に）				
37050	 ba 	ba	（同伴、同居など）…と（共に）				
37053	 ba 	ba	（同伴、同居など）…と（共に）				
37055	 ba 	ba	（同伴、同居など）…と（共に）				
37056	 ba 	ba	（同伴、同居など）…と（共に）				
38022	 ba 	ba	（同伴、同居など）…と（共に）				
40016	 ba 	ba	（同伴、同居など）…と（共に）				
40019	 ba 	ba	（同伴、同居など）…と（共に）				
40022	 ba 	ba	（同伴、同居など）…と（共に）				
40029	 ba 	ba	（同伴、同居など）…と（共に）				
40035	 ba 	ba	（同伴、同居など）…と（共に）				
41018	 ba 	ba	（同伴、同居など）…と（共に）				
41036	 ba 	ba	（同伴、同居など）…と（共に）				
42005	 ba 	ba	（同伴、同居など）…と（共に）				
43016	 ba 	ba	（同伴、同居など）…と（共に）				
43024	 ba 	ba	（同伴、同居など）…と（共に）				
43025	 ba 	ba	（同伴、同居など）…と（共に）				
43030	 ba 	ba	（同伴、同居など）…と（共に）				
43032	 ba 	ba	（同伴、同居など）…と（共に）				
43034	 ba 	ba	（同伴、同居など）…と（共に）				
43037	 ba 	ba	（同伴、同居など）…と（共に）				
44012	 ba 	ba	（同伴、同居など）…と（共に）				
44012	 ba 	ba	（同伴、同居など）…と（共に）				
44014	 ba 	ba	（同伴、同居など）…と（共に）				
44038	 ba 	ba	（同伴、同居など）…と（共に）				
44039	 ba 	ba	（同伴、同居など）…と（共に）				
44043	 ba 	ba	（同伴、同居など）…と（共に）				
44056	 ba 	ba	（同伴、同居など）…と（共に）				
44057	 ba 	ba	（同伴、同居など）…と（共に）				
44060	 ba 	ba	（同伴、同居など）…と（共に）				
44063	 ba 	ba	（同伴、同居など）…と（共に）				
44067	 ba 	ba	（同伴、同居など）…と（共に）				
44075	 ba 	ba	（同伴、同居など）…と（共に）				
44077	 ba 	ba	（同伴、同居など）…と（共に）				
44088	 ba 	ba	（同伴、同居など）…と（共に）				
44089	 ba 	ba	（同伴、同居など）…と（共に）				
45039	 ba 	ba	（同伴、同居など）…と（共に）				
47017	 ba 	ba	（同伴、同居など）…と（共に）				
47037	 ba 	ba	（同伴、同居など）…と（共に）				
47041	 ba 	ba	（同伴、同居など）…と（共に）				
47045	 ba 	ba	（同伴、同居など）…と（共に）				
47048	 ba 	ba	（同伴、同居など）…と（共に）				
47052	 ba 	ba	（同伴、同居など）…と（共に）				
48010	 ba 	ba	（同伴、同居など）…と（共に）				
48015	 ba 	ba	（同伴、同居など）…と（共に）				
49002	 ba 	ba	（同伴、同居など）…と（共に）				
49002	 ba 	ba	（同伴、同居など）…と（共に）				
49004	 ba 	ba	（同伴、同居など）…と（共に）				
49035	 ba 	ba	（同伴、同居など）…と（共に）				
49040	 ba 	ba	（同伴、同居など）…と（共に）				
49040	 ba 	ba	（同伴、同居など）…と（共に）				
50003	 ba 	ba	（同伴、同居など）…と（共に）				
50084	 ba 	ba	（同伴、同居など）…と（共に）				
