27055	anša°lle	alea°	おお神よ！				
29048	tyre	tyr	暗い				
28090	jdyd	jdyd	新しい				
13015	jngy	jngy	戦争の				
18005	čaŕ	čaŕ	太った				
18048	čaŕ	čaŕ	太った				
22149	ħryşn	ħryş	貪欲な				
13025	xaly	xaly	空の				
22030	xaly	xaly	空の				
28003	xaly	xaly	空の				
28022	xaly	xaly	空の				
28010	xste	xste	疲れた				
18019	xšk	xšk	乾いた				
24007	xšk	xšk	乾いた				
20012	xndwn	xndan	笑っている				
28042	xwrde	xwrde	食べられた				
20012	xwšħal	xwšħal	嬉しい				
21073	xwšħal	xwšħal	嬉しい				
22078	xwšħal	xwšħal	嬉しい				
27019	xwšgl	xwšgl	美しい				
21016	daray	dara	…を有する				
29059	dčar	dčar	巻込まれる				
18032	draz	draz	長い				
18032	draz	draz	長い				
23038	draztr	draz	長い				
25035	dlswzn	dlswz	同情的な				
29018	dwla	dwla	二重の				
15039	dwm	dwm	第二の				
17011	dwm	dwm	第二の				
20026	dwm	dwm	第二の				
21008	dwm	dwm	第二の				
21025	dwm	dwm	第二の				
21026	dwm	dwm	第二の				
12023	raźy	raźy	満足した				
22030	rea	rea	解き放たれた				
22038	rea	rea	解き放たれた				
28035	rwšn	rwšn	明るい				
28036	rwšn	rwšn	明るい				
28046	rwšn	rwšn	明るい				
28048	rwšn	rwšn	明るい				
28050	rwšn	rwšn	明るい				
28052	rwšn	rwšn	明るい				
28044	rwšn	rwšn	明るい				
28058	rwšn	rwšn	明るい				
26030	ryxte	ryxte	注がれた				
12018	zrng	zrng	利口な				
21054	zybay	zyba	美しい				
18019	swz	sbz	緑の				
18024	swz	sbz	緑の				
30019	sbz	sbz	緑の				
30023	sbz	sbz	緑の				
30032	sbz	sbz	緑の				
25017	srx	srx	赤い				
24018	srgšte	srgšte	当惑した				
25034	srgšte	srgšte	当惑した				
17011	swm	swm	第三の				
21009	swm	swm	第三の				
23039	swm	swm	第三の				
13004	šja'	šja'	勇敢な				
28099	šxşy	šxşy	個人の				
13021	šykste	škste	こわれた				
23037	šnaxte	šnaxte	知られた				
21049	šyryny	šyryn	甘い				
21022	šyryn	šyryn	甘い				
21029	šyryny	šyryn	甘い				
27012	şda´y	şda´y	音の				
21041	ţla´y	ţla´y	金の				
22037	ţlayy	ţla´y	金の				
16051	'şbany	'şbany	神経の				
21036	'şbany	'şbany	神経の				
12014	fraem	fraem	集められた				
22091	ŕan'	ŕan'	満足した				
22098	ŕan'	ŕan'	満足した				
22152	ŕbly	ŕbly	前の				
22029	kary	kary	効果的な				
23001	kbwd	kbwd	紺青色の				
16029	kçyf	kçyf	きたない				
13006	kčl	kčl	禿げた				
13007	kčl	kčl	禿げた				
13013	kčl	kčl	禿げた				
13014	kčl	kčl	禿げた				
13021	kčl	kčl	禿げた				
13026	kčly	kčl	禿げた				
13026	kčl	kčl	禿げた				
13034	kčl	kčl	禿げた				
13035	kčl	kčl	禿げた				
13041	kčl	kčl	禿げた				
13047	kčl	kčl	禿げた				
14006	kčl	kčl	禿げた				
14010	kčl	kčl	禿げた				
14010	kčl	kčl	禿げた				
14011	kčl	kčl	禿げた				
14018	kčl	kčl	禿げた				
14019	kčl	kčl	禿げた				
14020	kčl	kčl	禿げた				
15016	kčle	kčl	禿げた				
15023	kčle	kčl	禿げた				
15032	kčle	kčl	禿げた				
15035	kčl	kčl	禿げた				
15047	kčl	kčl	禿げた				
15048	kčle	kčl	禿げた				
15050	kčle	kčl	禿げた				
13029	kčl	kčl	禿げた				
13031	kčl	kčl	禿げた				
13046	kčl	kčl	禿げた				
13062	kčl	kčl	禿げた				
13065	kčl	kčl	禿げた				
14002	kčl	kčl	禿げた				
14008	kčl	kčl	禿げた				
14009	kčle	kčl	禿げた				
14010	kčle	kčl	禿げた				
14013	kčl	kčl	禿げた				
14013	kčl	kčl	禿げた				
13010	kčle	kčl	禿げた				
13014	kčl	kčl	禿げた				
13024	kčl	kčl	禿げた				
13050	kčl	kčl	禿げた				
13065	kčl	kčl	禿げた				
14005	kčl	kčl	禿げた				
15024	kčlk	kčl	禿げた				
15035	kčlk	kčl	禿げた				
13009	kčl	kčl	禿げた				
13011	kčl	kčl	禿げた				
15049	kčle	kčl	禿げた				
15044	kčle	kčl	禿げた				
16001	kčl	kčl	禿げた				
16030	kčl	kčl	禿げた				
16033	kčl	kčl	禿げた				
16037	kčl	kčl	禿げた				
16040	kčl	kčl	禿げた				
16046	kčl	kčl	禿げた				
16052	kčl	kčl	禿げた				
16030	kčl	kčl	禿げた				
16047	kčl	kčl	禿げた				
16027	kčl	kčl	禿げた				
23002	kčly	kčl	禿げた				
23006	kčl	kčl	禿げた				
25008	klft	klft	厚い				
22009	kwčyk	kwčk	小さい				
21049	kwčky	kwčk	小さい				
30015	kwčke	kwčk	小さい				
30013	kwčke	kwčk	小さい				
30016	kwčke	kwčk	小さい				
30018	kwčke	kwčk	小さい				
26007	gm	gm	失った				
26014	gm	gm	失った				
26027	gm	gm	失った				
29048	gm	gm	失った				
29049	gm	gm	失った				
25002	gwšty	gwšty	肉の				
18045	laqr	laqr	やせた				
18005	laqr	laqr	やせた				
13046	lđyđ	lđyđ	おいしい				
21061	lđyđy	lđyđ	おいしい				
20008	mtškr	mtškr	感謝している				
17039	mtwje	mtwje	…に向いて				
28108	mrxş	mrxş	釈放された				
23030	mškwk	mškwk	疑わしい				
17018	m'mwly	m'mwly	普通の				
20001	mkany	mkany	軌跡の				
17047	mnşrf	mnşrf	考えを変える				
17006	naraħt	naraħt	心地よくない				
17014	naraħt	naraħt	心地よくない				
17015	naraħt	naraħt	心地よくない				
17024	naraħt	naraħt	心地よくない				
17033	naraħt	naraħt	心地よくない				
21004	naraħt	naraħt	心地よくない				
22098	naraħt	naraħt	心地よくない				
21011	naraħt	naraħt	心地よくない				
22111	naraħt	naraħt	心地よくない				
22120	naraħt	naraħt	心地よくない				
22012	naraħt	naraħt	心地よくない				
24012	naraħt	naraħt	心地よくない				
26026	naraħt	naraħt	心地よくない				
28082	naraħt	naraħt	心地よくない				
29044	nđry	nđr	（神への）誓いの				
11008	er	er	おのおのの				
12004	er	er	おのおのの				
12014	er	er	おのおのの				
13025	er	er	おのおのの				
15007	er	er	おのおのの				
13009	er	er	おのおのの				
15034	er	er	おのおのの				
15028	er	er	おのおのの				
17011	er	er	おのおのの				
17011	er	er	おのおのの				
18037	er	er	おのおのの				
20002	er	er	おのおのの				
20026	er	er	おのおのの				
18027	er	er	おのおのの				
18039	er	er	おのおのの				
18045	er	er	おのおのの				
17011	er	er	おのおのの				
22119	er	er	おのおのの				
22119	er	er	おのおのの				
22154	er	er	おのおのの				
22019	er	er	おのおのの				
22021	er	er	おのおのの				
22021	er	er	おのおのの				
22029	er	er	おのおのの				
22081	er	er	おのおのの				
22095	er	er	おのおのの				
22110	er	er	おのおのの				
22158	er	er	おのおのの				
21053	er	er	おのおのの				
22150	er	er	おのおのの				
22087	er	er	おのおのの				
23009	er	er	おのおのの				
23009	er	er	おのおのの				
23025	er	er	おのおのの				
23041	er	er	おのおのの				
23041	er	er	おのおのの				
23023	er	er	おのおのの				
23009	er	er	おのおのの				
23012	er	er	おのおのの				
25014	er	er	おのおのの				
26032	er	er	おのおのの				
25013	er	er	おのおのの				
27025	er	er	おのおのの				
28042	er	er	おのおのの				
28086	er	er	おのおのの				
30007	er	er	おのおのの				
27040	erkdwm	erkdam	各人				
17026	eftmy	eftmy	第七の				
18066	wa	wa	bazと同義				
12010	ward	ward	着いた				
27019	wjye	wjye	美しい				
18069	aħmŕtr	aħmŕ	愚かな				
18068	aħmŕ	aħmŕ	愚かな				
21042	āzad	āzad	自由な				
22025	āzad	āzad	自由な				
22019	āzad	āzad	自由な				
23011	āzad	āzad	自由な				
26035	āzad	āzad	自由な				
28096	āzad	āzad	自由な				
13031	albaŕy	albaŕy	残りの（もの）				
12013	awn	ān	あれ				
14013	awn	ān	あれ				
12006	awn	ān	あれ				
14013	awn	ān	あれ				
14012	awn	ān	あれ				
16029	awn	ān	あれ				
16040	awn	ān	あれ				
16047	awn	ān	あれ				
16054	awn	ān	あれ				
17011	awn	ān	あれ				
17011	awn	ān	あれ				
17014	awn	ān	あれ				
17015	awn	ān	あれ				
17039	awn	ān	あれ				
19011	awn	ān	あれ				
20005	awn	ān	あれ				
20006	awn	ān	あれ				
20026	awn	ān	あれ				
20029	awn	ān	あれ				
20030	awn	ān	あれ				
16011	awn	ān	あれ				
16036	awn	ān	あれ				
16048	awn	ān	あれ				
17021	awn	ān	あれ				
17038	awn	ān	あれ				
17046	awn	ān	あれ				
17047	awn	ān	あれ				
18024	awn	ān	あれ				
19013	awn	ān	あれ				
20026	awn	ān	あれ				
20031	awn	ān	あれ				
20032	awn	ān	あれ				
20035	awn	ān	あれ				
16055	awn	ān	あれ				
17004	awn	ān	あれ				
17022	awn	ān	あれ				
19012	awn	ān	あれ				
20035	awn	ān	あれ				
22040	awn	ān	あれ				
22041	awn	ān	あれ				
22044	awn	ān	あれ				
22049	awn	ān	あれ				
22075	awn	ān	あれ				
21023	ān	ān	あれ				
22033	awn	ān	あれ				
22039	awn	ān	あれ				
22044	awn	ān	あれ				
22069	awn	ān	あれ				
21057	ān	ān	あれ				
21072	ān	ān	あれ				
22039	awn	ān	あれ				
22055	awn	ān	あれ				
22087	awn	ān	あれ				
22089	ān	ān	あれ				
22090	awn	ān	あれ				
21042	ān	ān	あれ				
22155	awn	ān	あれ				
21067	ān	ān	あれ				
22038	awn	ān	あれ				
22087	awn	ān	あれ				
25024	awn	ān	あれ				
26011	awn	ān	あれ				
27026	awn	ān	あれ				
27026	awn	ān	あれ				
27027	awn	ān	あれ				
27048	awn	ān	あれ				
27050	awn	ān	あれ				
27053	awn	ān	あれ				
27050	awn	ān	あれ				
27050	awn	ān	あれ				
29002	awn	ān	あれ				
29004	awn	ān	あれ				
29005	awn	ān	あれ				
29016	awn	ān	あれ				
29026	awn	ān	あれ				
29036	awn	ān	あれ				
29048	awn	ān	あれ				
29063	awn	ān	あれ				
29067	awn	ān	あれ				
29067	awn	ān	あれ				
29036	awn	ān	あれ				
29036	awn	ān	あれ				
18014	braš	ān	あれ	bray	・・・のために		
16013	raš	ān	あれ	rae	道		
18026	raeš	ān	あれ	rae	道		
18014	dydyš	ān	あれ	dydn	見る		
18022	dydyš	ān	あれ	dydn	見る		
13008	awn	ān	あれ				
13014	awn	ān	あれ				
13015	awn	ān	あれ				
13019	awn	ān	あれ				
13024	awn	ān	あれ				
13035	awn	ān	あれ				
13056	awn	ān	あれ				
12005	awn	ān	あれ				
13019	awn	ān	あれ				
13021	awn	ān	あれ				
13015	awn	ān	あれ				
13052	awn	ān	あれ				
13053	awn	ān	あれ				
11011	awn	ān	あれ				
13050	awn	ān	あれ				
13050	awn	ān	あれ				
13050	awn	ān	あれ				
17018	awn	ān	あれ				
22126	awn	ān	あれ				
23013	awn	ān	あれ				
23051	awn	ān	あれ				
24016	awn	ān	あれ				
23047	awn	ān	あれ				
24016	awn	ān	あれ				
23023	awn	ān	あれ				
23032	awn	ān	あれ				
23047	awn	ān	あれ				
23015	awn	ān	あれ				
23015	awn	ān	あれ				
26033	awn	ān	あれ				
26019	awn	ān	あれ				
26030	awn	ān	あれ				
26033	awn	ān	あれ				
26035	awn	ān	あれ				
26032	awn	ān	あれ				
28051	awn	ān	あれ				
28080	awn	ān	あれ				
27008	awn	ān	あれ				
27017	awn	ān	あれ				
27031	awn	ān	あれ				
28012	awn	ān	あれ				
28044	awn	ān	あれ				
28045	awn	ān	あれ				
28047	awn	ān	あれ				
28050	awn	ān	あれ				
28076	awn	ān	あれ				
28080	awn	ān	あれ				
28107	awn	ān	あれ				
28013	awn	ān	あれ				
28077	awn	ān	あれ				
30015	awn	ān	あれ				
30013	awn	ān	あれ				
30013	awn	ān	あれ				
30016	awn	ān	あれ				
30029	awn	ān	あれ				
30018	awn	ān	あれ				
30022	awn	ān	あれ				
30024	awn	ān	あれ				
30031	awn	ān	あれ				
30018	awn	ān	あれ				
30019	awn	ān	あれ				
30029	awn	ān	あれ				
30026	awn	ān	あれ				
30033	awn	ān	あれ				
30033	awn	ān	あれ				
13024	awn	ān	あれ note=				
19007	brjstgyš	ān	あれ	brjstgy	隆起		
11021	awly	awly	第一の				
17010	awly	awly	第一の				
11001	ayran	ayran	イラン				
11002	ayn	ayn	この				
11006	ayn	ayn	この				
11009	ayna	ayn	この				
11010	ayne	ayn	この				
11010	ayne	ayn	この				
11021	ayn	ayn	この				
12010	ayn	ayn	この				
12011	ayn	ayn	この				
12015	ayn	ayn	この				
12019	ayn	ayn	この				
12019	ayn	ayn	この				
13007	ayn	ayn	この				
13008	ayn	ayn	この				
13011	ayn	ayn	この				
13017	ayn	ayn	この				
13020	ayn	ayn	この				
13025	ayn	ayn	この				
13030	ayn	ayn	この				
13039	ayn	ayn	この				
13042	ayn	ayn	この				
13044	ayne	ayn	この				
13046	ayn	ayn	この				
13046	ayn	ayn	この				
14012	ayn	ayn	この				
14015	ayn	ayn	この				
15022	ayn	ayn	この				
15034	ayn	ayn	この				
15036	ayn	ayn	この				
15037	ayn	ayn	この				
15050	ayn	ayn	この				
11005	ayn	ayn	この				
11019	ayn	ayn	この				
11022	ayn	ayn	この				
12008	ayn	ayn	この				
12010	ayn	ayn	この				
12014	ayn	ayn	この				
12014	ayn	ayn	この				
12016	ayn	ayn	この				
12017	ayn	ayn	この				
12021	ayn	ayn	この				
12022	ayn	ayn	この				
13015	ayn	ayn	この				
13021	ayne	ayn	この				
13030	ayne	ayn	この				
13039	ayn	ayn	この				
13041	ayne	ayn	この				
13046	ayn	ayn	この				
13046	ayn	ayn	この				
13046	ayn	ayn	この				
13046	ayn	ayn	この				
13055	ayn	ayn	この				
13062	ayn	ayn	この				
13065	ayn	ayn	この				
14003	ayn	ayn	この				
14007	ayn	ayn	この				
14008	ayn	ayn	この				
14013	ayn	ayn	この				
14013	ayn	ayn	この				
14013	ayn	ayn	この				
14018	ayn	ayn	この				
15010	ayn	ayn	この				
15014	ayna	ayn	この				
15023	ayn	ayn	この				
15042	ayn	ayn	この				
12007	ayn	ayn	この				
12017	ayn	ayn	この				
13010	ayn	ayn	この				
13020	ayn	ayn	この				
13024	ayn	ayn	この				
13030	ayne	ayn	この				
13032	ayn	ayn	この				
13037	ayn	ayn	この				
13041	ayn	ayn	この				
13041	ayn	ayn	この				
13041	ayn	ayn	この				
13043	ayn	ayn	この				
13047	ayn	ayn	この				
13065	ayn	ayn	この				
14004	ayn	ayn	この				
14005	ayn	ayn	この				
14019	ayn	ayn	この				
15015	ayn	ayn	この				
11011	ayn	ayn	この				
12004	ayn	ayn	この				
13009	ayn	ayn	この				
13041	ayn	ayn	この				
13059	ayn	ayn	この				
14012	ayn	ayn	この				
14019	ayn	ayn	この				
14019	ayn	ayn	この				
15048	ayn	ayn	この				
13050	ayn	ayn	この				
16005	ayn	ayn	この				
17009	ayn	ayn	この				
17040	ayna	ayn	この				
18019	ayn	ayn	この				
19012	ayn	ayn	この				
20002	ayn	ayn	この				
20005	ayn	ayn	この				
20029	ayn	ayn	この				
20036	ayn	ayn	この				
16006	ayna	ayn	この				
16017	ayna	ayn	この				
16047	ayn	ayn	この				
16047	ayn	ayn	この				
16047	ayn	ayn	この				
16049	ayn	ayn	この				
16051	ayn	ayn	この				
17002	ayn	ayn	この				
17013	ayn	ayn	この				
17021	ayn	ayn	この				
17024	ayn	ayn	この				
17036	ayn	ayn	この				
17037	ayn	ayn	この				
17040	ayna	ayn	この				
18025	ayn	ayn	この				
18062	ayn	ayn	この				
18066	ayn	ayn	この				
19006	ayn	ayn	この				
19010	āyn	ayn	この				
20005	ayn	ayn	この				
20012	ayn	ayn	この				
20037	ayn	ayn	この				
16013	ayn	ayn	この				
16036	ayn	ayn	この				
16040	ayn	ayn	この				
16056	ayn	ayn	この				
17006	ayn	ayn	この				
17008	ayn	ayn	この				
17011	ayn	ayn	この				
17015	ayn	ayn	この				
17029	ayn	ayn	この				
17035	ayn	ayn	この				
17039	ayn	ayn	この				
18028	ayn	ayn	この				
19005	ayn	ayn	この				
20006	ayn	ayn	この				
20008	ayn	ayn	この				
20008	ayn	ayn	この				
20019	ayn	ayn	この				
20029	ayn	ayn	この				
20030	ayn	ayn	この				
20037	ayn	ayn	この				
20011	ayn	ayn	この				
20015	ayn	ayn	この				
20035	ayn	ayn	この				
16004	ayna	ayn	この				
17003	ayn	ayn	この				
16051	ayn	ayn	この				
22045	ayn	ayn	この				
22066	ayn	ayn	この				
22015	ayn	ayn	この				
22086	ayn	ayn	この				
22097	ayn	ayn	この				
21004	ayn	ayn	この				
21011	ayn	ayn	この				
21013	ayn	ayn	この				
21023	ayn	ayn	この				
21030	ayn	ayn	この				
21036	ayn	ayn	この				
21048	ayn	ayn	この				
21054	ayn	ayn	この				
21063	ayn	ayn	この				
21071	ayn	ayn	この				
21073	ayn	ayn	この				
22009	ayn	ayn	この				
22012	ayn	ayn	この				
