27055	انشاءلله	الهاء	おお神よ！				
22102	چه	چه	なに				
22102	چه	چه	なに				
22117	چی	چه	なに				
22154	چه	چه	なに				
22156	چی	چه	なに				
22019	چی	چه	なに				
22021	چی	چه	なに				
22081	چی	چه	なに				
22095	چی	چه	なに				
22110	چه	چه	なに				
22158	چه	چه	なに				
24017	چه	چه	なに				
24017	چه	چه	なに				
24005	چی	چه	なに				
24005	چی	چه	なに				
25014	چی	چه	なに				
26032	چی	چه	なに				
25013	چه	چه	なに				
27045	چی	چه	なに				
27045	چی	چه	なに				
27011	چه	چه	なに				
27046	چی	چه	なに				
28064	چی	چه	なに				
28064	چی	چه	なに				
28009	چه	چه	なに				
29039	چی	چه	なに				
29042	چی	چه	なに				
29008	چه	چه	なに				
29022	چی	چه	なに				
29059	چه	چه	なに				
29063	چه	چه	なに				
29022	چی	چه	なに				
29064	چه	چه	なに				
29063	چی	چه	なに				
16015	چیه	چه	なに	بودن	・・・である		
22137	چیه	چه	なに	بودن	・・・である		
23030	چی	چه	どうして				
27033	چه	چه	どうして				
12009	داخل	داخل	・・・の内部に				
12010	داخل	داخل	・・・の内部に				
17004	داخل	داخل	・・・の内部に				
17014	داخل	داخل	・・・の内部に				
17018	داخل	داخل	・・・の内部に				
20027	داخل	داخل	・・・の内部に				
21010	داخل	داخل	・・・の内部に				
22014	داخل	داخل	・・・の内部に				
22020	داخل	داخل	・・・の内部に				
22055	داخل	داخل	・・・の内部に				
22023	داخل	داخل	・・・の内部に				
22043	راست	راست	本当の				
21033	زیادی	زیادی	余分に				
16035	عقب	عقب	後ろ				
28006	عقب	عقب	後ろ				
12001	غیر	غیر	…の他は				
14001	غیر	غیر	…の他は				
22001	غیر	غیر	…の他は				
28097	مشکل	مشکل	困難な				
28097	مشکل	مشکل	困難な				
28106	مشکل	مشکل	困難な				
28098	مشکل	مشکل	困難な				
28103	مشکل	مشکل	困難な				
29068	مشکل	مشکل	困難な				
29069	مشکل	مشکل	困難な				
21039	میان	میان	・・・の間に				
23050	میان	میان	・・・の間に				
27040	میون	میان	・・・の間に				
13059	همین	همین	まさしくこの				
13062	همینا	همین	まさしくこの				
13029	همین	همین	まさしくこの				
13031	همین	همین	まさしくこの				
13047	همین	همین	まさしくこの				
13060	همین	همین	まさしくこの				
12009	همین	همین	まさしくこの				
12014	همین	همین	まさしくこの				
13063	همین	همین	まさしくこの				
13063	همین	همین	まさしくこの				
12006	همین	همین	まさしくこの				
17029	همین	همین	まさしくこの				
20009	همین	همین	まさしくこの				
20024	همین	همین	まさしくこの				
17009	همین	همین	まさしくこの				
17023	همین	همین	まさしくこの				
17036	همین	همین	まさしくこの				
21026	همین	همین	まさしくこの				
21019	همین	همین	まさしくこの				
21027	همین	همین	まさしくこの				
21033	همین	همین	まさしくこの				
21059	همین	همین	まさしくこの				
23021	همین	همین	まさしくこの				
28077	همین	همین	まさしくこの				
27032	همین	همین	まさしくこの				
29032	همین	همین	まさしくこの				
29034	همین	همین	まさしくこの				
11008	هیچی	هیچ	（否定とともに）何も・・・ない				
15036	هیچی	هیچ	（否定とともに）何も・・・ない				
12001	هیچ	هیچ	（否定とともに）何も・・・ない				
14001	هیچ	هیچ	（否定とともに）何も・・・ない				
16023	هیچی	هیچ	（否定とともに）何も・・・ない				
22080	هیچی	هیچ	（否定とともに）何も・・・ない				
22001	هیـچ	هیچ	（否定とともに）何も・・・ない				
22061	هیچی	هیچ	（否定とともに）何も・・・ない				
22093	هیچی	هیچ	（否定とともに）何も・・・ない				
22154	هیچ	هیچ	（否定とともに）何も・・・ない				
22117	هیچ	هیچ	（否定とともに）何も・・・ない				
22016	هیچ	هیچ	（否定とともに）何も・・・ない				
22012	هیچ	هیچ	（否定とともに）何も・・・ない				
26028	هیچی	هیچ	（否定とともに）何も・・・ない				
26031	هیچی	هیچ	（否定とともに）何も・・・ない				
26035	هیچی	هیچ	（否定とともに）何も・・・ない				
26008	هیچی	هیچ	（否定とともに）何も・・・ない				
27049	هیچی	هیچ	（否定とともに）何も・・・ない				
27054	هیچی	هیچ	（否定とともに）何も・・・ない				
28061	هیچی	هیچ	（否定とともに）何も・・・ない				
28062	هیچی	هیچ	（否定とともに）何も・・・ない				
28072	هیچی	هیچ	（否定とともに）何も・・・ない				
28091	هیچی	هیچ	（否定とともに）何も・・・ない				
28106	هیچی	هیچ	（否定とともに）何も・・・ない				
28004	هیچی	هیچ	（否定とともに）何も・・・ない				
28049	هیچی	هیچ	（否定とともに）何も・・・ない				
28056	هیچی	هیچ	（否定とともに）何も・・・ない				
29054	هیچی	هیچ	（否定とともに）何も・・・ない				
29070	هیچی	هیچ	（否定とともに）何も・・・ない				
29041	هیچی	هیچ	（否定とともに）何も・・・ない				
30023	هیچی	هیچ	（否定とともに）何も・・・ない				
29054	هیچ	هیچ	（否定とともに）何も・・・ない				
11003	و	و	そして				
11004	و	و	そして				
11006	و	و	そして				
11010	و	و	そして				
11010	و	و	そして				
11011	و	و	そして				
11020	و	و	そして				
11021	و	و	そして				
11021	و	و	そして				
12005	و	و	そして				
12010	و	و	そして				
12017	و	و	そして				
12018	و	و	そして				
12018	و	و	そして				
12022	و	و	そして				
12023	و	و	そして				
12023	و	و	そして				
13004	و	و	そして				
13005	و	و	そして				
13009	و	و	そして				
13017	و	و	そして				
13017	و	و	そして				
13019	و	و	そして				
13027	و	و	そして				
13027	و	و	そして				
13029	و	و	そして				
13030	و	و	そして				
13034	و	و	そして				
13035	و	و	そして				
13036	و	و	そして				
13037	و	و	そして				
13039	و	و	そして				
13041	و	و	そして				
13043	و	و	そして				
13062	و	و	そして				
13065	و	و	そして				
13065	و	و	そして				
15002	و	و	そして				
15009	و	و	そして				
15014	و	و	そして				
15015	و	و	そして				
15019	و	و	そして				
15022	و	و	そして				
15023	و	و	そして				
15023	و	و	そして				
15031	و	و	そして				
15042	و	و	そして				
15047	و	و	そして				
15047	و	و	そして				
15048	و	و	そして				
15048	و	و	そして				
15050	و	و	そして				
15051	و	و	そして				
12010	و	و	そして				
13005	و	و	そして				
13020	و	و	そして				
13020	و	و	そして				
13021	و	و	そして				
13032	و	و	そして				
13065	و	و	そして				
15051	و	و	そして				
11011	و	و	そして				
12006	و	و	そして				
15001	و	و	そして				
15035	و	و	そして				
15035	و	و	そして				
13020	و	و	そして				
13032	و	و	そして				
13032	و	و	そして				
13032	و	و	そして				
13032	و	و	そして				
16003	و	و	そして				
16007	و	و	そして				
16012	و	و	そして				
16039	و	و	そして				
16040	و	و	そして				
16051	و	و	そして				
16051	و	و	そして				
16057	و	و	そして				
17005	و	و	そして				
17011	و	و	そして				
17011	و	و	そして				
17014	و	و	そして				
17014	و	و	そして				
17017	و	و	そして				
17017	و	و	そして				
17018	و	و	そして				
17018	و	و	そして				
17018	و	و	そして				
17020	و	و	そして				
17024	و	و	そして				
17024	و	و	そして				
17025	و	و	そして				
17030	و	و	そして				
17030	و	و	そして				
17031	و	و	そして				
17036	و	و	そして				
17037	و	و	そして				
17037	و	و	そして				
17044	و	و	そして				
17045	و	و	そして				
17046	و	و	そして				
17046	و	و	そして				
17048	و	و	そして				
18004	و	و	そして				
18004	و	و	そして				
18005	و	و	そして				
18005	و	و	そして				
18009	و	و	そして				
18011	و	و	そして				
18017	و	و	そして				
18018	و	و	そして				
18025	و	و	そして				
18035	و	و	そして				
18041	و	و	そして				
18050	و	و	そして				
18050	و	و	そして				
18053	و	و	そして				
18062	و	و	そして				
18062	و	و	そして				
18062	و	و	そして				
18062	و	و	そして				
18065	و	و	そして				
18067	و	و	そして				
18068	و	و	そして				
18069	و	و	そして				
20003	و	و	そして				
20005	و	و	そして				
20005	و	و	そして				
20012	و	و	そして				
20018	و	و	そして				
20018	و	و	そして				
20028	و	و	そして				
20028	و	و	そして				
20029	و	و	そして				
20029	و	و	そして				
16012	و	و	そして				
17019	و	و	そして				
17042	و	و	そして				
17048	و	و	そして				
18069	و	و	そして				
19001	و	و	そして				
19002	و	و	そして				
19005	و	و	そして				
19008	و	و	そして				
20003	و	و	そして				
20003	و	و	そして				
20027	و	و	そして				
20034	و	و	そして				
16002	و	و	そして				
16040	و	و	そして				
16051	و	و	そして				
17026	و	و	そして				
18016	و	و	そして				
18016	و	و	そして				
18038	و	و	そして				
19011	و	و	そして				
20012	و	و	そして				
20028	و	و	そして				
20026	و	و	そして				
21009	و	و	そして				
21010	و	و	そして				
21011	و	و	そして				
21016	و	و	そして				
21019	و	و	そして				
21023	و	و	そして				
21024	و	و	そして				
21024	و	و	そして				
21027	و	و	そして				
21030	و	و	そして				
21031	و	و	そして				
21033	و	و	そして				
21037	و	و	そして				
21038	و	و	そして				
21039	و	و	そして				
21040	و	و	そして				
21042	و	و	そして				
21042	و	و	そして				
21042	و	و	そして				
21042	و	و	そして				
21043	و	و	そして				
21044	و	و	そして				
21045	و	و	そして				
21046	و	و	そして				
21051	و	و	そして				
21052	و	و	そして				
21054	و	و	そして				
21056	و	و	そして				
21058	و	و	そして				
21061	و	و	そして				
21063	و	و	そして				
21068	و	و	そして				
21069	و	و	そして				
21071	و	و	そして				
21074	و	و	そして				
21075	و	و	そして				
21075	و	و	そして				
21076	و	و	そして				
21076	و	و	そして				
22003	و	و	そして				
22005	و	و	そして				
22006	و	و	そして				
22009	و	و	そして				
22010	و	و	そして				
22010	و	و	そして				
22014	و	و	そして				
22018	و	و	そして				
22024	و	و	そして				
22030	و	و	そして				
22031	و	و	そして				
22037	و	و	そして				
22039	و	و	そして				
22040	و	و	そして				
22041	و	و	そして				
22043	و	و	そして				
22044	و	و	そして				
22046	و	و	そして				
22049	و	و	そして				
22055	و	و	そして				
22060	و	و	そして				
22064	و	و	そして				
22067	و	و	そして				
22068	و	و	そして				
22069	و	و	そして				
22069	و	و	そして				
22087	و	و	そして				
22087	و	و	そして				
22087	و	و	そして				
22097	و	و	そして				
22100	و	و	そして				
22100	و	و	そして				
22100	و	و	そして				
22100	و	و	そして				
22100	و	و	そして				
22106	و	و	そして				
22107	و	و	そして				
22111	و	و	そして				
22111	و	و	そして				
22112	و	و	そして				
22126	و	و	そして				
22127	و	و	そして				
22147	و	و	そして				
22149	و	و	そして				
21037	و	و	そして				
21041	و	و	そして				
21053	و	و	そして				
21054	و	و	そして				
22021	و	و	そして				
22023	و	و	そして				
22024	و	و	そして				
22036	و	و	そして				
22037	و	و	そして				
22054	و	و	そして				
22056	و	و	そして				
22079	و	و	そして				
22092	و	و	そして				
22102	و	و	そして				
22102	و	و	そして				
22113	و	و	そして				
22113	و	و	そして				
22133	و	و	そして				
22155	و	و	そして				
22157	و	و	そして				
21040	و	و	そして				
22085	و	و	そして				
22085	و	و	そして				
21041	و	و	そして				
21067	و	و	そして				
22087	و	و	そして				
23006	و	و	そして				
23011	و	و	そして				
23012	و	و	そして				
23013	و	و	そして				
23016	و	و	そして				
23018	و	و	そして				
23024	و	و	そして				
23029	و	و	そして				
23036	و	و	そして				
23039	و	و	そして				
23041	و	و	そして				
23042	و	و	そして				
23042	و	و	そして				
23045	و	و	そして				
23051	و	و	そして				
23051	و	و	そして				
23051	و	و	そして				
24006	و	و	そして				
24007	و	و	そして				
24007	و	و	そして				
24007	و	و	そして				
24010	و	و	そして				
24011	و	و	そして				
24012	و	و	そして				
24016	و	و	そして				
24016	و	و	そして				
23007	و	و	そして				
