163020	 سرکونشو 	سر	頭	 کون 	未決	او	三人称単数人称代名詞（彼、彼女）	را	・・・を
83020	 از 	از	（場所）・・・から						
84017	 از 	از	（場所）・・・から						
85004	 از 	از	（場所）・・・から						
80001	 از 	از	（場所）・・・から						
84015	 از 	از	（場所）・・・から						
84007	 از 	از	（場所）・・・から						
86004	 از 	از	（場所）・・・から						
87045	 از 	از	（場所）・・・から						
87057	 از 	از	（場所）・・・から						
87065	 از 	از	（場所）・・・から						
87067	 از 	از	（場所）・・・から						
87069	 از 	از	（場所）・・・から						
87071	 از 	از	（場所）・・・から						
87071	 از 	از	（場所）・・・から						
89011	 از 	از	（場所）・・・から						
89037	 از 	از	（場所）・・・から						
90011	 از 	از	（場所）・・・から						
90013	 از 	از	（場所）・・・から						
90015	 از 	از	（場所）・・・から						
90023	 از 	از	（場所）・・・から						
86001	 از 	از	（場所）・・・から						
87002	 از 	از	（場所）・・・から						
87007	 از 	از	（場所）・・・から						
87016	 از 	از	（場所）・・・から						
87017	 از 	از	（場所）・・・から						
87026	 از 	از	（場所）・・・から						
87034	 از 	از	（場所）・・・から						
87043	 از 	از	（場所）・・・から						
87043	 از 	از	（場所）・・・から						
87065	 از 	از	（場所）・・・から						
87066	 از 	از	（場所）・・・から						
88001	 از 	از	（場所）・・・から						
90003	 از 	از	（場所）・・・から						
87001	 از 	از	（場所）・・・から						
87044	 از 	از	（場所）・・・から						
88036	 از 	از	（場所）・・・から						
90011	 از 	از	（場所）・・・から						
91020	 از 	از	（場所）・・・から						
92011	 از 	از	（場所）・・・から						
92011	 از 	از	（場所）・・・から						
91037	 از 	از	（場所）・・・から						
92028	 از 	از	（場所）・・・から						
91011	 از 	از	（場所）・・・から						
92040	 از 	از	（場所）・・・から						
92040	 از 	از	（場所）・・・から						
93028	 از 	از	（場所）・・・から						
94003	 از 	از	（場所）・・・から						
94019	 از 	از	（場所）・・・から						
94029	 از 	از	（場所）・・・から						
93006	 از 	از	（場所）・・・から						
93015	 از 	از	（場所）・・・から						
93021	 از 	از	（場所）・・・から						
93033	 از 	از	（場所）・・・から						
93033	 از 	از	（場所）・・・から						
94027	 از 	از	（場所）・・・から						
94034	 از 	از	（場所）・・・から						
94059	 از 	از	（場所）・・・から						
93008	 از 	از	（場所）・・・から						
94041	 از 	از	（場所）・・・から						
94031	 از 	از	（場所）・・・から						
95010	 از 	از	（場所）・・・から						
95010	 از 	از	（場所）・・・から						
95003	 از 	از	（場所）・・・から						
95014	 از 	از	（場所）・・・から						
95015	 از 	از	（場所）・・・から						
95001	 از 	از	（場所）・・・から						
96019	 از 	از	（場所）・・・から						
96025	 از 	از	（場所）・・・から						
96041	 از 	از	（場所）・・・から						
96055	 از 	از	（場所）・・・から						
96073	 از 	از	（場所）・・・から						
96143	 از 	از	（場所）・・・から						
96157	 از 	از	（場所）・・・から						
96157	 از 	از	（場所）・・・から						
96157	 از 	از	（場所）・・・から						
96053	 از 	از	（場所）・・・から						
96076	 از 	از	（場所）・・・から						
96099	 از 	از	（場所）・・・から						
96004	 از 	از	（場所）・・・から						
96037	 از 	از	（場所）・・・から						
96054	 از 	از	（場所）・・・から						
96057	 از 	از	（場所）・・・から						
96153	 از 	از	（場所）・・・から						
96004	 از 	از	（場所）・・・から						
97004	 از 	از	（場所）・・・から						
97009	 از 	از	（場所）・・・から						
97009	 از 	از	（場所）・・・から						
99012	 از 	از	（場所）・・・から						
98001	 از 	از	（場所）・・・から						
98012	 از 	از	（場所）・・・から						
99004	 از 	از	（場所）・・・から						
99005	 از 	از	（場所）・・・から						
99012	 از 	از	（場所）・・・から						
99017	 از 	از	（場所）・・・から						
100011	 از 	از	（場所）・・・から						
99003	 از 	از	（場所）・・・から						
99020	 از 	از	（場所）・・・から						
100007	 از 	از	（場所）・・・から						
100013	 از 	از	（場所）・・・から						
98001	 از 	از	（場所）・・・から						
100019	 از 	از	（場所）・・・から						
101003	 از 	از	（場所）・・・から						
101004	 از 	از	（場所）・・・から						
101004	 از 	از	（場所）・・・から						
102006	 از 	از	（場所）・・・から						
102022	 از 	از	（場所）・・・から						
101004	 از 	از	（場所）・・・から						
105009	 از 	از	（場所）・・・から						
105011	 از 	از	（場所）・・・から						
106005	 از 	از	（場所）・・・から						
107005	 از 	از	（場所）・・・から						
107026	 از 	از	（場所）・・・から						
107029	 از 	از	（場所）・・・から						
108005	 از 	از	（場所）・・・から						
109019	 از 	از	（場所）・・・から						
109019	 از 	از	（場所）・・・から						
109022	 از 	از	（場所）・・・から						
110010	 از 	از	（場所）・・・から						
110022	 از 	از	（場所）・・・から						
110022	 از 	از	（場所）・・・から						
110032	 از 	از	（場所）・・・から						
108003	 از 	از	（場所）・・・から						
109010	 از 	از	（場所）・・・から						
