34025	 دوتاش 	او	三人称単数人称代名詞（彼、彼女）	تا	・・・個pos_num:sp_	دو	2
50007	 بوده 	بودن	・・・である				
50017	 بوده 	بودن	・・・である				
50018	 بوده 	بودن	・・・である				
50034	 بوده 	بودن	・・・である				
50034	 بوده 	بودن	・・・である				
50083	 بوده 	بودن	・・・である				
53047	 بوده 	بودن	・・・である				
53054	 بوده 	بودن	・・・である				
53055	 بوده 	بودن	・・・である				
53055	 بوده 	بودن	・・・である				
53077	 بوده 	بودن	・・・である				
57044	 بوده 	بودن	・・・である				
57048	 بوده 	بودن	・・・である				
62004	 بوده 	بودن	・・・である				
53114	 بودی 	بودن	・・・である				
45006	 بودی 	بودن	・・・である				
45007	 بودی 	بودن	・・・である				
46051	 بودی 	بودن	・・・である				
47023	 بودی 	بودن	・・・である				
53018	 بون 	بودن	・・・である				
36001	 بید 	بودن	・・・である				
44086	 پرده 	بودن	・・・である				
34017	 داره 	بودن	・・・である				
46070	 ست 	بودن	・・・である				
46036	 ست 	بودن	・・・である				
58027	 نباشه 	بودن	・・・である				
58027	 نباشه 	بودن	・・・である				
58029	 نباشه 	بودن	・・・である				
58029	 نباشه 	بودن	・・・である				
58029	 نباشه 	بودن	・・・である				
58031	 نباشه 	بودن	・・・である				
58034	 نباشه 	بودن	・・・である				
59076	 نباشه 	بودن	・・・である				
34005	 نبود 	بودن	・・・である				
36037	 نبود 	بودن	・・・である				
51009	 نبود 	بودن	・・・である				
31001	 نبود 	بودن	・・・である				
31001	 نبود 	بودن	・・・である				
32001	 نبود 	بودن	・・・である				
34048	 نبود 	بودن	・・・である				
37001	 نبود 	بودن	・・・である				
43001	 نبود 	بودن	・・・である				
50001	 نبود 	بودن	・・・である				
51001	 نبود 	بودن	・・・である				
51001	 نبود 	بودن	・・・である				
56001	 نبود 	بودن	・・・である				
56001	 نبود 	بودن	・・・である				
58001	 نبود 	بودن	・・・である				
58001	 نبود 	بودن	・・・である				
61001	 نبود 	بودن	・・・である				
61001	 نبود 	بودن	・・・である				
62001	 نبود 	بودن	・・・である				
63001	 نبود 	بودن	・・・である				
63002	 نبود 	بودن	・・・である				
64001	 نبود 	بودن	・・・である				
64001	 نبود 	بودن	・・・である				
36032	 نبوده 	بودن	・・・である				
57050	 نبوده 	بودن	・・・である				
50011	 نبوده 	بودن	・・・である				
53008	 نبوده 	بودن	・・・である				
34052	 نیست 	بودن	・・・である				
44087	 نیست 	بودن	・・・である				
45020	 نیست 	بودن	・・・である				
62006	 نیست 	بودن	・・・である				
63043	 نیست 	بودن	・・・である				
45039	 نیست 	بودن	・・・である				
50012	 نیست 	بودن	・・・である				
53025	 نیست 	بودن	・・・である				
53083	 نیست 	بودن	・・・である				
62035	 نیست 	بودن	・・・である				
70009	 نیست 	بودن	・・・である				
33007	 نیستم 	بودن	・・・である				
33007	 نیستم 	بودن	・・・である				
36017	 نیستم 	بودن	・・・である				
36022	 نیستم 	بودن	・・・である				
59009	 نیستم 	بودن	・・・である				
36025	 نیستم 	بودن	・・・である				
47050	 نیستم 	بودن	・・・である				
58047	 نیستم 	بودن	・・・である				
36040	 نیسته 	بودن	・・・である				
40032	 نیستی 	بودن	・・・である				
45028	 نیستیم 	بودن	・・・である				
34006	 هست 	بودن	・・・である				
35006	 هست 	بودن	・・・である				
35013	 هست 	بودن	・・・である				
35013	 هست 	بودن	・・・である				
35013	 هست 	بودن	・・・である				
35022	 هست 	بودن	・・・である				
35022	 هست 	بودن	・・・である				
44041	 هست 	بودن	・・・である				
44062	 هست 	بودن	・・・である				
44064	 هست 	بودن	・・・である				
44073	 هست 	بودن	・・・である				
46015	 هست 	بودن	・・・である				
46017	 هست 	بودن	・・・である				
50078	 هست 	بودن	・・・である				
33001	 هست 	بودن	・・・である				
35009	 هست 	بودن	・・・である				
41012	 هست 	بودن	・・・である				
41031	 هست 	بودن	・・・である				
41031	 هست 	بودن	・・・である				
44026	 هست 	بودن	・・・である				
44035	 هست 	بودن	・・・である				
44067	 هست 	بودن	・・・である				
44071	 هست 	بودن	・・・である				
46034	 هست 	بودن	・・・である				
46034	 هست 	بودن	・・・である				
50039	 هست 	بودن	・・・である				
50052	 هست 	بودن	・・・である				
53017	 هست 	بودن	・・・である				
57015	 هست 	بودن	・・・である				
32053	 هستم 	بودن	・・・である				
33007	 هستم 	بودن	・・・である				
40031	 هستم 	بودن	・・・である				
44082	 هستم 	بودن	・・・である				
49009	 هستم 	بودن	・・・である				
41028	 هستم 	بودن	・・・である				
42015	 هستم 	بودن	・・・である				
46048	 هستم 	بودن	・・・である				
46049	 هستم 	بودن	・・・である				
50040	 هستن 	بودن	・・・である				
43030	 هستند 	بودن	・・・である				
40032	 هستی 	بودن	・・・である				
48024	 هستی 	بودن	・・・である				
56007	 هستی 	بودن	・・・である				
40030	 هستی 	بودن	・・・である				
44019	 هستی 	بودن	・・・である				
44020	 هستی 	بودن	・・・である				
44022	 هستی 	بودن	・・・である				
44056	 هستی 	بودن	・・・である				
58034	 هستی 	بودن	・・・である				
62029	 هستی 	بودن	・・・である				
44079	 هستین 	بودن	・・・である				
46021	 هستین 	بودن	・・・である				
44086	 هستین 	بودن	・・・である				
44086	 هستین 	بودن	・・・である				
53057	 بوده 	که	・・・であるということ				
59008	 تا 	که	・・・であるということ				
56007	 که	که	・・・であるということ				
31012	 که 	که	・・・であるということ				
31013	 که 	که	・・・であるということ				
31014	 که 	که	・・・であるということ				
31019	 که 	که	・・・であるということ				
31019	 که 	که	・・・であるということ				
31020	 که 	که	・・・であるということ				
31026	 که 	که	・・・であるということ				
31036	 که 	که	・・・であるということ				
31037	 که 	که	・・・であるということ				
31039	 که 	که	・・・であるということ				
31043	 که 	که	・・・であるということ				
31044	 که 	که	・・・であるということ				
31046	 که 	که	・・・であるということ				
31046	 که 	که	・・・であるということ				
31047	 که 	که	・・・であるということ				
32004	 که 	که	・・・であるということ				
32008	 که 	که	・・・であるということ				
32008	 که 	که	・・・であるということ				
32011	 که 	که	・・・であるということ				
32022	 که 	که	・・・であるということ				
32024	 که 	که	・・・であるということ				
32026	 که 	که	・・・であるということ				
32037	 که 	که	・・・であるということ				
32038	 که 	که	・・・であるということ				
32043	 که 	که	・・・であるということ				
32044	 که 	که	・・・であるということ				
32046	 که 	که	・・・であるということ				
32046	 که 	که	・・・であるということ				
32051	 که 	که	・・・であるということ				
32051	 که 	که	・・・であるということ				
32053	 که 	که	・・・であるということ				
32057	 که 	که	・・・であるということ				
32058	 که 	که	・・・であるということ				
32064	 که 	که	・・・であるということ				
34002	 که 	که	・・・であるということ				
34008	 که 	که	・・・であるということ				
34009	 که 	که	・・・であるということ				
34010	 کـه 	که	・・・であるということ				
34010	 که 	که	・・・であるということ				
34014	 که 	که	・・・であるということ				
34014	 که 	که	・・・であるということ				
34014	 که 	که	・・・であるということ				
34016	 که 	که	・・・であるということ				
34019	 که 	که	・・・であるということ				
34019	 که 	که	・・・であるということ				
34020	 که 	که	・・・であるということ				
34020	 که 	که	・・・であるということ				
34021	 که 	که	・・・であるということ				
34022	 کـه 	که	・・・であるということ				
34027	 که 	که	・・・であるということ				
34029	 که 	که	・・・であるということ				
34029	 که 	که	・・・であるということ				
34030	 که 	که	・・・であるということ				
34030	 که 	که	・・・であるということ				
34031	 که 	که	・・・であるということ				
34034	 که 	که	・・・であるということ				
34036	 که 	که	・・・であるということ				
34036	 که 	که	・・・であるということ				
34038	 که 	که	・・・であるということ				
34038	 که 	که	・・・であるということ				
34039	 که 	که	・・・であるということ				
34047	 که 	که	・・・であるということ				
34047	 که 	که	・・・であるということ				
34049	 که 	که	・・・であるということ				
34050	 که 	که	・・・であるということ				
34052	 که 	که	・・・であるということ				
34052	 که 	که	・・・であるということ				
34053	 که 	که	・・・であるということ				
34057	 که 	که	・・・であるということ				
34058	 که 	که	・・・であるということ				
34060	 که 	که	・・・であるということ				
35003	 که 	که	・・・であるということ				
35003	 که 	که	・・・であるということ				
